URI,name,street,zip,city,ticket_vending_machine,luggage_lockers,free_parking,taxi,bicycle_spots,blue-bike,bus,tram,metro,wheelchair_available,ramp,disabled_parking_spots,elevated_platform,escalator_up,escalator_down,elevator_platform,audio_induction_loop,sales_open_monday,sales_close_monday,sales_open_tuesday,sales_close_tuesday,sales_open_wednesday,sales_close_wednesday,sales_open_thursday,sales_close_thursday,sales_open_friday,sales_close_friday,sales_open_saturday,sales_close_saturday,sales_open_sunday,sales_close_sunday
8813045,Brussel-Congres/Bruxelles-Congrès,Pachecolaan 25,1000,Brussel,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8813037,Brussel-Kapellekerk/Bruxelles-Chapelle,Ursulinestraat,1000,Brussel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8811304,Brussel-Luxemburg/Bruxelles-Luxembourg,Trierstraat,1050,Brussel,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,06:15,20:00,06:15,20:00,06:15,20:00,06:15,20:00,06:15,20:00,06:15,20:30,06:15,20:30
8812005,Brussel-Noord/Bruxelles-Nord,Vooruitgangstraat 76,1030,Brussel,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,06:15,22:00,06:15,22:00,06:15,22:00,06:15,22:00,06:15,22:00,06:15,22:00,06:15,22:00
8811916,Brussel-Schuman/Bruxelles-Schuman,Wetstraat,1040,Brussel,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,06:15,20:00,06:15,20:00,06:15,20:00,06:15,20:00,06:15,20:00,,,,
8815040,Brussel-West/Bruxelles-Ouest,Ninoofsesteenweg,1080,Sint-Jans-Molenbeek,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,
8814001,Brussel-Zuid/Bruxelles-Midi,Fonsnylaan 47b,1060,Brussel,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,06:15,22:00,06:15,22:00,06:15,22:00,06:15,22:00,06:15,22:00,06:15,22:00,06:15,22:00
8819406,Brussels Airport - Zaventem,Luchthaven-Brussel-Nationaal,1930,Zaventem,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,06:15,22:45,06:15,22:45,06:15,22:45,06:15,22:45,06:15,22:45,06:15,22:45,06:15,22:45
8811148,Buda,Diegemstraat,1800,Vilvoorde,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8822145,Buggenhout,Kerkstraat 42,9255,Buggenhout,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8814340,Buizingen,Palieterweidestraat,1501,Buizingen-Halle,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8895455,Burst,Stationsplein 1,9420,Erpe-Mere,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8778100,Béziers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8884889,Callenelle,Rue De Flines,7604,Callenelle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8886074,Cambron-Casteau,Rue Notre-Dame,7940,Cambron-Casteau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8775762,Cannes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8200518,Capellen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8865565,Carlsbourg,Rue R. Hanchir,6850,Carlsbourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8882248,Carnieres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8811817,Ceroux-Mousty,Rue Du Monument,1341,Céroux-Mousty,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8774100,Chambéry-Challes-les-Eaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8861317,Chapelle-Dieu,Rue De Mazy,5030,Gembloux,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8864824,Chapois,Grand - Route,CHAP,Is,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8872066,Charleroi-Ouest,Place De L'Ouest,6000,Charleroi,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8872009,Charleroi-Sud,Square Des Martyrs Du 18 AoÛt,6000,Charleroi,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,05:45,20:30,05:45,20:30,05:45,20:30,05:45,20:30,05:45,20:30,06:00,20:30,06:00,20:30
8861523,Chastre,Rue G. Delvaux 1,1450,Chastre,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8842051,Chaudfontaine,Esplanade,4050,Chaudfontaine,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8863438,Château-de-Seilles,Rue Hendschel,5300,Seilles,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8874005,Châtelet,Place De La Station 1,6200,Chatelet,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,06:15,13:30,06:15,13:30,06:15,13:30,06:15,13:30,06:15,13:30,,,,
8842036,Chênée,Rue De La Station,4032,Chenee,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8864501,Ciney,Place E. Vandervelde,5590,Ciney,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,6.0,0.0,1.0,0.0,0.0,1.0,06:00,13:15,06:00,13:15,06:00,13:15,06:00,13:15,06:00,13:15,08:00,15:15,08:00,15:15
8200134,Clervaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8718201,Colmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8842838,Comblain-la-Tour,Place De La Gare 1,4180,Comblain La Tour,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8896412,Comines,Rue Du Chemin De Fer,7780,Komen,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8845229,Coo,Avenue Pierre Clerdent 18,4970,Stavelot,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8874054,Couillet,Rue De La Gare,6010,Couillet,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8873379,Cour-sur-Heure,Rue De La Station,6120,Ham-Sur-Heure-Nalinnes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8871225,Courcelles-Motte,Rue Churchill 390,6180,Courcelles,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8864949,Courrière,Rue Du Fays,5336,CourriÈre,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8811825,Court-Saint-Étienne,Rue Emile Henricot 1,1490,Court-Saint-Etienne,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8875127,Couvin,Route Charlemagne 5,5660,Couvin,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8728671,Croix Wasquehal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8728105,Croix l'Allumette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8863362,Dave-Saint-Martin,Rue Saint Martin,5100,Dave,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8814175,De Hoek,Gehuchtstraat,1640,Sint-Genesius-Rode,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8892338,De Panne,Stationsplein 9,8660,De Panne,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,11:15,18:30,11:15,18:30,11:15,18:30,11:15,18:30,11:15,18:30,11:15,18:30,11:15,18:30
8892080,De Pinte,Stationsstraat 25,9840,De Pinte,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,06:00,13:15,06:00,13:15,06:00,13:15,06:00,13:15,06:00,13:15,,,,
8892106,Deinze,Statieplein 4,9800,Deinze,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,06:15,13:30,06:15,13:30,06:15,13:30,06:15,13:30,06:15,13:30,07:00,14:15,,
8811205,Delta,Brug Van De Invalidenlaan,1160,Brussel,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8400280,Den Haag HS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8895802,Denderleeuw,Stationsplein,9470,Denderleeuw,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,05:45,20:00,05:45,20:00,05:45,20:00,05:45,20:00,05:45,20:00,06:00,20:00,06:00,20:00
8893401,Dendermonde,Statieplein,9200,Dendermonde,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,1.0,05:45,20:00,05:45,20:00,05:45,20:00,05:45,20:00,05:45,20:00,06:00,20:00,06:00,20:00
8811213,Diegem,Stationsstraat Zn,1831,Diegem,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8831112,Diepenbeek,Stationsstraat,3590,Diepenbeek,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8814464,Diesdelle/Vivier d'Oie,Rue Laterale,1180,Uccle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8831401,Diest,Stationsplein 1,3290,Diest,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,06:15,13:30,06:15,13:30,06:15,13:30,06:15,13:30,06:15,13:30,07:00,14:15,07:00,14:15
8892452,Diksmuide,Bortierlaan,8600,Diksmuide,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,06:00,13:15,06:00,13:15,06:00,13:15,06:00,13:15,06:00,13:15,,,,
8812237,Dilbeek,Stationsstraat,1700,Dilbeek,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8863503,Dinant,Avenue Franchet d'Esperey 1,5500,Dinant,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,05:45,13:00,05:45,13:00,05:45,13:00,05:45,13:00,05:45,13:00,08:00,15:15,,
8844545,Dolhain-Gileppe,Thier De Villers,4831,Bilstain,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8200101,Dommeldange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8400180,Dordrecht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8010053,Dortmund Hbf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8200133,Drauffelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8892031,Drongen,Drongenstationstraat 69,9031,Gent,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8015653,Duesseldorf Flughafen (DE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8008094,Duesseldorf Hbf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8822210,Duffel,Stationsstraat 40 B,2570,Duffel,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8891652,Duinbergen,Duinbergenlaan,8301,Duinbergen,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8010316,Duisburg Hbf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8039904,Düsseldorf Flughafen Hbf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7015440,Ebbsfleet International,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8895877,Ede,Huytstraat 6,9450,Haaltert,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8893708,Eeklo,Koningin Astridplein 1,9900,Eeklo,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,06:00,13:15,06:00,13:15,06:00,13:15,06:00,13:15,06:00,13:15,,,,
8895752,Eichem,Rietstraat,9400,Ninove,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8400219,Eijsden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8892627,Eine,Misweg,9700,Eine,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8892650,Eke-Nazareth,Stationsstraat,9810,Eke - Nazareth,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8821071,Ekeren,Statiestraat,2180,Antwerpen (ekeren),0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8883311,Enghien,Rue De La Station,7850,Enghien,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,05:45,20:00,05:45,20:00,05:45,20:00,05:45,20:00,05:45,20:00,06:45,14:00,06:45,14:00
8843240,Engis,Place Des Déportés Et Réfractaires 42,4480,Engis,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8822269,Eppegem,Brusselsesteenweg,1980,Eppegem,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8881158,Erbisœul,Chemin Du Prince,7050,Erbisoeul,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8895091,Erembodegem,C. Walgraefplein,9320,Erembodegem,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8861515,Ernage,Rue De La 1Ère Division Marocaine,5030,Gembloux,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8895471,Erpe-Mere,Oudenaardsesteenweg,9420,Erpe-Mere,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8811262,Erps-Kwerps,Kouterstraat Zn,3071,Erps-Kwerps,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8871605,Erquelinnes,Rue Albert I 233,6560,Erquelinnes,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8879004,Erquelinnes-Frontière,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8871647,Erquelinnes-Village,Rue Du 11 Novembre - Rue De La Sambre,6560,Erquelinnes,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8842663,Esneux,Avenue De La Station 64,4130,Esneux,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8821402,Essen,Spoorwegstraat 2,2910,Essen,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,06:15,13:30,06:15,13:30,06:15,13:30,06:15,13:30,06:15,13:30,07:15,14:30,07:15,14:30
8010184,Essen Hbf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8829009,Essen-Grens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8812260,Essene-Lombeek,Sluisvijverstraat,1742,Ternat,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8200120,Ettelbréck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8811411,Etterbeek,Generaal Jacqueslaan 263f,1050,Elsene,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,06:15,20:15,06:15,20:15,06:15,20:15,06:15,20:15,06:15,20:15,,,,
8844628,Eupen,Bahnhofstrasse 2,4700,Eupen,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,07:00,14:15,07:00,14:15,07:00,14:15,07:00,14:15,07:00,14:15,07:00,14:15,07:00,14:15
8811106,Evere,Kurth Godefroidstraat,1140,Brussel,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8893252,Evergem,Stationsplein,9940,Evergem,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8833449,Ezemaal,Kraanbeekstraat Zn.,3400,Ezemaal,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8883238,Familleureux,Place De La Station,7181,Familleureux,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8874567,Farciennes,Rue Joseph Bolle / Rue De La Station,6240,Farciennes,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8872611,Faux,Rue Basse,1490,Court-Saint-Etienne,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8841467,Fexhe-le-Haut-Clocher,Rue De La Station 105,4347,Fexhe-Le-Haut-Clocher,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8861127,Flawinne,Rue F. Marchand,5020,Flawinne,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8843166,Flemalle-Grande,Rue De Flémalle,4400,Flemalle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8843208,Flemalle-Haute,Place De La Gare 2,4400,Flemalle,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8872413,Fleurus,Avenue De La Gare,6220,Fleurus,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8861135,Floreffe,Rue Celestin Hastir 105,5150,Floreffe,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8866845,Florenville,,,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8811767,Florival,Rue De Florival,1390,Grez Doiceau,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8864923,Florée,Rue Des Grands Champs,5334,Florée,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8871688,Fontaine-Valmont,Rue De L'Eglise  //  Rue Albert 1°,6560,Erquelinnes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
