service_id,"date",exception_type
64936,"20230207",1
64936,"20230209",1
64936,"20230214",1
64936,"20230216",1
64940,"20230202",1
64940,"20230207",1
64940,"20230209",1
64940,"20230214",1
64940,"20230216",1
64944,"20230220",1
64944,"20230221",1
64917,"20230204",1
64917,"20230211",1
64917,"20230218",1
64918,"20230205",1
64918,"20230212",1
64918,"20230219",1
64919,"20230202",1
64919,"20230203",1
64919,"20230206",1
64919,"20230207",1
64919,"20230208",1
64919,"20230209",1
64919,"20230210",1
64919,"20230213",1
64919,"20230214",1
64919,"20230215",1
64919,"20230216",1
64919,"20230217",1
64920,"20230220",1
64920,"20230221",1
64920,"20230222",1
65079,"20230204",1
65079,"20230211",1
65079,"20230218",1
65081,"20230205",1
65081,"20230212",1
65081,"20230219",1
65102,"20230220",1
65102,"20230221",1
65104,"20230222",1
65064,"20230220",1
65064,"20230221",1
65065,"20230222",1
65073,"20230222",1
65022,"20230219",1
65096,"20230220",1
65096,"20230221",1
65099,"20230220",1
65099,"20230221",1
65101,"20230222",1
65049,"20230220",1
65061,"20230220",1
65061,"20230221",1
65062,"20230222",1
65123,"20230203",1
65124,"20230203",1
65153,"20230204",1
65153,"20230211",1
65153,"20230218",1
65166,"20230208",1
65166,"20230215",1
65263,"20230220",1
65263,"20230221",1
65263,"20230222",1
65164,"20230202",1
65164,"20230203",1
65164,"20230206",1
65164,"20230207",1
65164,"20230209",1
65164,"20230210",1
65164,"20230213",1
65164,"20230214",1
65164,"20230216",1
65164,"20230217",1
65276,"20230202",1
65276,"20230203",1
65276,"20230206",1
65276,"20230207",1
65276,"20230209",1
65276,"20230210",1
65276,"20230213",1
65276,"20230214",1
65276,"20230216",1
65276,"20230217",1
65272,"20230208",1
65272,"20230215",1
65273,"20230208",1
65273,"20230215",1
65277,"20230202",1
65277,"20230203",1
65277,"20230206",1
65277,"20230207",1
65277,"20230209",1
65277,"20230210",1
65277,"20230213",1
65277,"20230214",1
65277,"20230216",1
65277,"20230217",1
65269,"20230202",1
65269,"20230203",1
65269,"20230206",1
65269,"20230207",1
65269,"20230209",1
65269,"20230210",1
65269,"20230213",1
65269,"20230214",1
65269,"20230216",1
65269,"20230217",1
65202,"20230208",1
65202,"20230215",1
65204,"20230204",1
65204,"20230211",1
65204,"20230218",1
65206,"20230205",1
65206,"20230212",1
65206,"20230219",1
65207,"20230202",1
65207,"20230203",1
65207,"20230206",1
65207,"20230207",1
65207,"20230209",1
65207,"20230210",1
65207,"20230213",1
65207,"20230214",1
65207,"20230216",1
65207,"20230217",1
65208,"20230202",1
65208,"20230203",1
65208,"20230206",1
65208,"20230207",1
65208,"20230209",1
65208,"20230210",1
65208,"20230213",1
65208,"20230214",1
65208,"20230216",1
65208,"20230217",1
65209,"20230220",1
65209,"20230221",1
65209,"20230222",1
65284,"20230208",1
65284,"20230215",1
65286,"20230204",1
65286,"20230211",1
65286,"20230218",1
65293,"20230202",1
65293,"20230203",1
65293,"20230206",1
65293,"20230207",1
65293,"20230209",1
65293,"20230210",1
65293,"20230213",1
65293,"20230214",1
65293,"20230216",1
65293,"20230217",1
65294,"20230220",1
65294,"20230221",1
65294,"20230222",1
65316,"20230220",1
65316,"20230221",1
65316,"20230222",1
65203,"20230208",1
65203,"20230215",1
65213,"20230202",1
65213,"20230203",1
65213,"20230206",1
65213,"20230207",1
65213,"20230209",1
65213,"20230210",1
65213,"20230213",1
65213,"20230214",1
65213,"20230216",1
65213,"20230217",1
65308,"20230208",1
65308,"20230215",1
65313,"20230202",1
65313,"20230203",1
65313,"20230206",1
65313,"20230207",1
65313,"20230209",1
65313,"20230210",1
65313,"20230213",1
65313,"20230214",1
65313,"20230216",1
65313,"20230217",1
65315,"20230202",1
65315,"20230203",1
65315,"20230206",1
65315,"20230207",1
65315,"20230209",1
65315,"20230210",1
65315,"20230213",1
65315,"20230214",1
65315,"20230216",1
65315,"20230217",1
65309,"20230208",1
65309,"20230215",1
65289,"20230203",1
65289,"20230210",1
65289,"20230217",1
65290,"20230206",1
65290,"20230213",1
65291,"20230202",1
65291,"20230206",1
65291,"20230207",1
65291,"20230209",1
65291,"20230213",1
65291,"20230214",1
65291,"20230216",1
65192,"20230203",1
65192,"20230210",1
65192,"20230217",1
65194,"20230202",1
65194,"20230206",1
65194,"20230207",1
65194,"20230209",1
65194,"20230213",1
65194,"20230214",1
65194,"20230216",1
65169,"20230208",1
65169,"20230215",1
65172,"20230205",1
65172,"20230212",1
65172,"20230219",1
65191,"20230205",1
65191,"20230212",1
65191,"20230219",1
65232,"20230208",1
65232,"20230215",1
65237,"20230205",1
65237,"20230212",1
65237,"20230219",1
65241,"20230202",1
65241,"20230203",1
65241,"20230206",1
65241,"20230207",1
65241,"20230209",1
65241,"20230210",1
65241,"20230213",1
65241,"20230214",1
65241,"20230216",1
65241,"20230217",1
65235,"20230204",1
65235,"20230211",1
65235,"20230218",1
65245,"20230220",1
65245,"20230221",1
65245,"20230222",1
65234,"20230208",1
65234,"20230215",1
65240,"20230202",1
65240,"20230203",1
65240,"20230206",1
65240,"20230207",1
65240,"20230209",1
65240,"20230210",1
65240,"20230213",1
65240,"20230214",1
65240,"20230216",1
65240,"20230217",1
65238,"20230203",1
65238,"20230210",1
65238,"20230217",1
65185,"20230208",1
65185,"20230215",1
65196,"20230202",1
65196,"20230206",1
65196,"20230207",1
65196,"20230209",1
65196,"20230213",1
65196,"20230214",1
65196,"20230216",1
65217,"20230220",1
65217,"20230221",1
65217,"20230222",1
63883,"20230208",1
63883,"20230215",1
63885,"20230208",1
63885,"20230215",1
63887,"20230204",1
63887,"20230211",1
63887,"20230218",1
63889,"20230205",1
63889,"20230212",1
63889,"20230219",1
63892,"20230202",1
63892,"20230203",1
63892,"20230206",1
63892,"20230207",1
63892,"20230209",1
63892,"20230210",1
63892,"20230213",1
63892,"20230214",1
63892,"20230216",1
63892,"20230217",1
63893,"20230202",1
63893,"20230203",1
63893,"20230206",1
63893,"20230207",1
63893,"20230209",1
63893,"20230210",1
63893,"20230213",1
63893,"20230214",1
63893,"20230216",1
63893,"20230217",1
63897,"20230220",1
63897,"20230221",1
63897,"20230222",1
65233,"20230208",1
65233,"20230215",1
65242,"20230202",1
65242,"20230203",1
65242,"20230206",1
65242,"20230209",1
65242,"20230210",1
65242,"20230213",1
65242,"20230216",1
65242,"20230217",1
65244,"20230207",1
65244,"20230214",1
65225,"20230202",1
65225,"20230203",1
65225,"20230206",1
65225,"20230207",1
65225,"20230208",1
65225,"20230209",1
65225,"20230210",1
65225,"20230213",1
65225,"20230214",1
65225,"20230215",1
65225,"20230216",1
65225,"20230217",1
65227,"20230220",1
65227,"20230221",1
65227,"20230222",1
65228,"20230204",1
65228,"20230211",1
65228,"20230218",1
65230,"20230205",1
65230,"20230212",1
65230,"20230219",1
65486,"20230203",1
65486,"20230210",1
65486,"20230217",1
65409,"20230204",1
65409,"20230211",1
65409,"20230218",1
65410,"20230205",1
65410,"20230212",1
65410,"20230219",1
65407,"20230203",1
65407,"20230210",1
65407,"20230217",1
65412,"20230202",1
65412,"20230206",1
65412,"20230207",1
65412,"20230209",1
65412,"20230213",1
65412,"20230214",1
65412,"20230216",1
65405,"20230208",1
65405,"20230215",1
65403,"20230208",1
65403,"20230215",1
65413,"20230202",1
65413,"20230206",1
65413,"20230207",1
65413,"20230209",1
65413,"20230213",1
65413,"20230214",1
65413,"20230216",1
65348,"20230206",1
65348,"20230213",1
65351,"20230207",1
65351,"20230214",1
65354,"20230208",1
65354,"20230215",1
65358,"20230202",1
65358,"20230209",1
65358,"20230216",1
65362,"20230203",1
65362,"20230210",1
65362,"20230217",1
65345,"20230206",1
65345,"20230213",1
65352,"20230207",1
65352,"20230214",1
65355,"20230208",1
65355,"20230215",1
65359,"20230202",1
65359,"20230209",1
65359,"20230216",1
65361,"20230203",1
65361,"20230210",1
65361,"20230217",1
65397,"20230208",1
65397,"20230215",1
65399,"20230204",1
65399,"20230211",1
65399,"20230218",1
65400,"20230205",1
65400,"20230212",1
65400,"20230219",1
65402,"20230202",1
65402,"20230203",1
65402,"20230206",1
65402,"20230207",1
65402,"20230209",1
65402,"20230210",1
65402,"20230213",1
65402,"20230214",1
65402,"20230216",1
65402,"20230217",1
65346,"20230206",1
65346,"20230213",1
65347,"20230206",1
65347,"20230213",1
65349,"20230207",1
65349,"20230214",1
65350,"20230207",1
65350,"20230214",1
65353,"20230208",1
65353,"20230215",1
65356,"20230202",1
65356,"20230209",1
65356,"20230216",1
65357,"20230202",1
65357,"20230209",1
65357,"20230216",1
65360,"20230203",1
65360,"20230210",1
65360,"20230217",1
64568,"20230208",1
64568,"20230215",1
65539,"20230208",1
65539,"20230215",1
65543,"20230204",1
65543,"20230211",1
65543,"20230218",1
65544,"20230205",1
65544,"20230212",1
65544,"20230219",1
65545,"20230203",1
65545,"20230210",1
65545,"20230217",1
65546,"20230206",1
65546,"20230213",1
65542,"20230208",1
65542,"20230215",1
65629,"20230205",1
65629,"20230212",1
65629,"20230219",1
65516,"20230208",1
65516,"20230215",1
65518,"20230208",1
65518,"20230215",1
65520,"20230203",1
65520,"20230210",1
65520,"20230217",1
65521,"20230203",1
65521,"20230210",1
65521,"20230217",1
65523,"20230204",1
65523,"20230211",1
65523,"20230218",1
65524,"20230205",1
65524,"20230212",1
65524,"20230219",1
65525,"20230202",1
65525,"20230207",1
65525,"20230209",1
65525,"20230214",1
65525,"20230216",1
65526,"20230206",1
65526,"20230213",1
65527,"20230202",1
65527,"20230207",1
65527,"20230209",1
65527,"20230214",1
65527,"20230216",1
65528,"20230206",1
65528,"20230213",1
65534,"20230220",1
65534,"20230221",1
65534,"20230222",1
65621,"20230208",1
65621,"20230215",1
65624,"20230203",1
65624,"20230210",1
65624,"20230217",1
65633,"20230202",1
65633,"20230206",1
65633,"20230207",1
65633,"20230209",1
65633,"20230213",1
65633,"20230214",1
65633,"20230216",1
65499,"20230208",1
65499,"20230215",1
65500,"20230208",1
65500,"20230215",1
65502,"20230204",1
65502,"20230211",1
65502,"20230218",1
65508,"20230202",1
65508,"20230203",1
65508,"20230206",1
65508,"20230207",1
65508,"20230209",1
65508,"20230210",1
65508,"20230213",1
65508,"20230214",1
65508,"20230216",1
65508,"20230217",1
65509,"20230202",1
65509,"20230203",1
65509,"20230206",1
65509,"20230209",1
65509,"20230210",1
65509,"20230213",1
65509,"20230216",1
65509,"20230217",1
65510,"20230207",1
65510,"20230214",1
65513,"20230220",1
65513,"20230221",1
65513,"20230222",1
65514,"20230220",1
65514,"20230222",1
65515,"20230221",1
65540,"20230208",1
65540,"20230215",1
65547,"20230202",1
65547,"20230203",1
65547,"20230206",1
65547,"20230209",1
65547,"20230210",1
65547,"20230213",1
65547,"20230216",1
65547,"20230217",1
65553,"20230202",1
65553,"20230203",1
65553,"20230206",1
65553,"20230209",1
65553,"20230210",1
65553,"20230213",1
65553,"20230216",1
65553,"20230217",1
65555,"20230207",1
65555,"20230214",1
65558,"20230221",1
65541,"20230208",1
65541,"20230215",1
65556,"20230202",1
65556,"20230203",1
65556,"20230207",1
65556,"20230209",1
65556,"20230210",1
65556,"20230214",1
65556,"20230216",1
65556,"20230217",1
65645,"20230206",1
65645,"20230213",1
65646,"20230206",1
65646,"20230213",1
65651,"20230207",1
65651,"20230214",1
65652,"20230207",1
65652,"20230214",1
65659,"20230208",1
65659,"20230215",1
65660,"20230202",1
65660,"20230209",1
65660,"20230216",1
65661,"20230202",1
65661,"20230209",1
65661,"20230216",1
65665,"20230202",1
65665,"20230209",1
65665,"20230216",1
65667,"20230203",1
65667,"20230210",1
65667,"20230217",1
65670,"20230203",1
65670,"20230210",1
65670,"20230217",1
65671,"20230204",1
65671,"20230211",1
65671,"20230218",1
65675,"20230220",1
65675,"20230221",1
65675,"20230222",1
65570,"20230202",1
65570,"20230203",1
65570,"20230206",1
65570,"20230207",1
65570,"20230209",1
65570,"20230210",1
65570,"20230213",1
65570,"20230214",1
65570,"20230216",1
65570,"20230217",1
65572,"20230202",1
65572,"20230203",1
65572,"20230207",1
65572,"20230209",1
65572,"20230210",1
65572,"20230214",1
65572,"20230216",1
65572,"20230217",1
65574,"20230220",1
65576,"20230220",1
65576,"20230221",1
65576,"20230222",1
65577,"20230221",1
65577,"20230222",1
65559,"20230208",1
65559,"20230215",1
65560,"20230208",1
65560,"20230215",1
65561,"20230208",1
65561,"20230215",1
65563,"20230204",1
65563,"20230211",1
65563,"20230218",1
65564,"20230205",1
65564,"20230212",1
65564,"20230219",1
65565,"20230203",1
65565,"20230210",1
65565,"20230217",1
65566,"20230206",1
65566,"20230213",1
65569,"20230202",1
65569,"20230206",1
65569,"20230207",1
65569,"20230209",1
65569,"20230213",1
65569,"20230214",1
65569,"20230216",1
65575,"20230220",1
65575,"20230221",1
65575,"20230222",1
65562,"20230208",1
65562,"20230215",1
65568,"20230202",1
65568,"20230203",1
65568,"20230206",1
65568,"20230207",1
65568,"20230209",1
65568,"20230210",1
65568,"20230213",1
65568,"20230214",1
65568,"20230216",1
65568,"20230217",1
65571,"20230202",1
65571,"20230209",1
65571,"20230216",1
65580,"20230208",1
65580,"20230215",1
65587,"20230202",1
65587,"20230203",1
65587,"20230206",1
65587,"20230207",1
65587,"20230209",1
65587,"20230210",1
65587,"20230213",1
65587,"20230214",1
65587,"20230216",1
65587,"20230217",1
65588,"20230220",1
65588,"20230221",1
65588,"20230222",1
65607,"20230208",1
65607,"20230215",1
65609,"20230203",1
65609,"20230210",1
65609,"20230217",1
65611,"20230203",1
65611,"20230210",1
65611,"20230217",1
65616,"20230202",1
65616,"20230206",1
65616,"20230207",1
65616,"20230209",1
65616,"20230213",1
65616,"20230214",1
65616,"20230216",1
65617,"20230220",1
65617,"20230221",1
65617,"20230222",1
65501,"20230208",1
65501,"20230215",1
65592,"20230220",1
65592,"20230221",1
65592,"20230222",1
65643,"20230220",1
65643,"20230221",1
65643,"20230222",1
65582,"20230204",1
65582,"20230211",1
65582,"20230218",1
65583,"20230205",1
65583,"20230212",1
65583,"20230219",1
65608,"20230208",1
65608,"20230215",1
65610,"20230203",1
65610,"20230210",1
65610,"20230217",1
65612,"20230204",1
65612,"20230211",1
65612,"20230218",1
65613,"20230205",1
65613,"20230212",1
65613,"20230219",1
65615,"20230202",1
65615,"20230206",1
65615,"20230207",1
65615,"20230209",1
65615,"20230213",1
65615,"20230214",1
65615,"20230216",1
65581,"20230208",1
65581,"20230215",1
65586,"20230202",1
65586,"20230203",1
65586,"20230206",1
65586,"20230207",1
65586,"20230209",1
65586,"20230210",1
65586,"20230213",1
65586,"20230214",1
65586,"20230216",1
65586,"20230217",1
65593,"20230208",1
65593,"20230215",1
65594,"20230208",1
65594,"20230215",1
65598,"20230202",1
65598,"20230203",1
65598,"20230206",1
65598,"20230207",1
65598,"20230209",1
65598,"20230210",1
65598,"20230213",1
65598,"20230214",1
65598,"20230216",1
65598,"20230217",1
65614,"20230202",1
65614,"20230206",1
65614,"20230207",1
65614,"20230209",1
65614,"20230213",1
65614,"20230214",1
65614,"20230216",1
65591,"20230220",1
65591,"20230221",1
65591,"20230222",1
65600,"20230208",1
65600,"20230215",1
65601,"20230208",1
65601,"20230215",1
65602,"20230204",1
65602,"20230211",1
65602,"20230218",1
65603,"20230205",1
65603,"20230212",1
65603,"20230219",1
65604,"20230202",1
65604,"20230203",1
65604,"20230206",1
65604,"20230207",1
65604,"20230209",1
65604,"20230210",1
65604,"20230213",1
65604,"20230214",1
65604,"20230216",1
65604,"20230217",1
65605,"20230202",1
65605,"20230203",1
65605,"20230206",1
65605,"20230207",1
65605,"20230209",1
65605,"20230210",1
65605,"20230213",1
65605,"20230214",1
65605,"20230216",1
65605,"20230217",1
65606,"20230220",1
65606,"20230221",1
65606,"20230222",1
65498,"20230208",1
65498,"20230215",1
65504,"20230203",1
65504,"20230210",1
65504,"20230217",1
65507,"20230202",1
65507,"20230206",1
65507,"20230207",1
65507,"20230209",1
65507,"20230213",1
65507,"20230214",1
65507,"20230216",1
65666,"20230203",1
65666,"20230210",1
65666,"20230217",1
65535,"20230220",1
65535,"20230221",1
65535,"20230222",1
65647,"20230206",1
65647,"20230213",1
65653,"20230207",1
65653,"20230214",1
65656,"20230208",1
65656,"20230215",1
65662,"20230202",1
65662,"20230209",1
65662,"20230216",1
65578,"20230220",1
65578,"20230221",1
65579,"20230222",1
65519,"20230203",1
65519,"20230210",1
65519,"20230217",1
65736,"20230208",1
65736,"20230215",1
65738,"20230204",1
65738,"20230211",1
65738,"20230218",1
65740,"20230205",1
65740,"20230212",1
65740,"20230219",1
65747,"20230202",1
65747,"20230203",1
65747,"20230206",1
65747,"20230207",1
65747,"20230209",1
65747,"20230210",1
65747,"20230213",1
65747,"20230214",1
65747,"20230216",1
65747,"20230217",1
65751,"20230220",1
65751,"20230221",1
65751,"20230222",1
65737,"20230208",1
65737,"20230215",1
65744,"20230202",1
65744,"20230203",1
65744,"20230206",1
65744,"20230207",1
65744,"20230209",1
65744,"20230210",1
65744,"20230213",1
65744,"20230214",1
65744,"20230216",1
65744,"20230217",1
65705,"20230203",1
65705,"20230210",1
65705,"20230217",1
65706,"20230206",1
65706,"20230213",1
65711,"20230202",1
65711,"20230209",1
65711,"20230216",1
65715,"20230208",1
65715,"20230215",1
65716,"20230208",1
65716,"20230215",1
65723,"20230202",1
65723,"20230203",1
65723,"20230206",1
65723,"20230207",1
65723,"20230209",1
65723,"20230210",1
65723,"20230213",1
65723,"20230214",1
65723,"20230216",1
65723,"20230217",1
65724,"20230202",1
65724,"20230203",1
65724,"20230206",1
65724,"20230207",1
65724,"20230209",1
65724,"20230210",1
65724,"20230213",1
65724,"20230214",1
65724,"20230216",1
65724,"20230217",1
65731,"20230222",1
65732,"20230220",1
65732,"20230221",1
65718,"20230204",1
65718,"20230211",1
65718,"20230218",1
65719,"20230205",1
65719,"20230212",1
65720,"20230219",1
65717,"20230208",1
65717,"20230215",1
65721,"20230203",1
65721,"20230210",1
65721,"20230217",1
65722,"20230202",1
65722,"20230206",1
65722,"20230207",1
65722,"20230209",1
65722,"20230213",1
65722,"20230214",1
65722,"20230216",1
65725,"20230203",1
65725,"20230210",1
65725,"20230217",1
65728,"20230220",1
65728,"20230221",1
65733,"20230222",1
65698,"20230207",1
65698,"20230214",1
65699,"20230207",1
65699,"20230214",1
65693,"20230202",1
65693,"20230206",1
65693,"20230207",1
65693,"20230209",1
65693,"20230213",1
65693,"20230214",1
65693,"20230216",1
65691,"20230206",1
65691,"20230213",1
65695,"20230203",1
65695,"20230206",1
65695,"20230207",1
65695,"20230210",1
65695,"20230213",1
65695,"20230214",1
65695,"20230217",1
65696,"20230202",1
65696,"20230206",1
65696,"20230207",1
65696,"20230209",1
65696,"20230213",1
65696,"20230214",1
65696,"20230216",1
65757,"20230208",1
65757,"20230215",1
65761,"20230208",1
65761,"20230215",1
65765,"20230205",1
65765,"20230212",1
65763,"20230204",1
65763,"20230211",1
65763,"20230218",1
65759,"20230208",1
65759,"20230215",1
65755,"20230208",1
65755,"20230215",1
65767,"20230203",1
65767,"20230210",1
65767,"20230217",1
65700,"20230208",1
65700,"20230215",1
65709,"20230202",1
65709,"20230206",1
65709,"20230207",1
65709,"20230209",1
65709,"20230213",1
65709,"20230214",1
65709,"20230216",1
65985,"20230220",1
65985,"20230221",1
65985,"20230222",1
65957,"20230205",1
65958,"20230212",1
65958,"20230219",1
65943,"20230203",1
65943,"20230210",1
65943,"20230217",1
65964,"20230202",1
65964,"20230206",1
65964,"20230207",1
65964,"20230209",1
65964,"20230213",1
65964,"20230214",1
65964,"20230216",1
65984,"20230220",1
65984,"20230221",1
65984,"20230222",1
65939,"20230208",1
65939,"20230215",1
65968,"20230202",1
65968,"20230206",1
65968,"20230207",1
65968,"20230209",1
65968,"20230213",1
65968,"20230214",1
65968,"20230216",1
65989,"20230222",1
65951,"20230203",1
65951,"20230210",1
65951,"20230217",1
65960,"20230206",1
65960,"20230213",1
65977,"20230202",1
65977,"20230207",1
65977,"20230209",1
65977,"20230214",1
65977,"20230216",1
65975,"20230202",1
65975,"20230207",1
65975,"20230209",1
65975,"20230214",1
65975,"20230216",1
